2023-11-19 17:24:57,508 p=28460 u=anton n=ansible | PLAY [all] *********************************************************************
2023-11-19 17:32:04,555 p=29418 u=root n=ansible | <k8worker1> ESTABLISH SSH CONNECTION FOR USER: worker
2023-11-19 17:32:04,556 p=29418 u=root n=ansible | <k8worker1> SSH: EXEC sshpass -d13 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="worker"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/c77d8b0608"' k8worker1 '/bin/sh -c '"'"'chmod u+x /home/worker/.ansible/tmp/ansible-tmp-1700404324.2539048-29418-163449228868601/ /home/worker/.ansible/tmp/ansible-tmp-1700404324.2539048-29418-163449228868601/AnsiballZ_ping.py && sleep 0'"'"''
2023-11-19 17:32:04,556 p=29417 u=root n=ansible | <k8master1> (0, b'sftp> put /root/.ansible/tmp/ansible-local-29352s0zppb0g/tmp6c0i5n0v /home/master/.ansible/tmp/ansible-tmp-1700404324.2397292-29417-127917089809453/AnsiballZ_ping.py\n', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29190\r\ndebug3: mux_client_request_session: session request sent\r\ndebug2: Remote version: 3\r\ndebug2: Server supports extension "posix-rename@openssh.com" revision 1\r\ndebug2: Server supports extension "statvfs@openssh.com" revision 2\r\ndebug2: Server supports extension "fstatvfs@openssh.com" revision 2\r\ndebug2: Server supports extension "hardlink@openssh.com" revision 1\r\ndebug2: Server supports extension "fsync@openssh.com" revision 1\r\ndebug2: Server supports extension "lsetstat@openssh.com" revision 1\r\ndebug2: Unrecognised server extension "limits@openssh.com"\r\ndebug2: Unrecognised server extension "expand-path@openssh.com"\r\ndebug3: Sent message fd 3 T:16 I:1\r\ndebug3: SSH_FXP_REALPATH . -> /home/master size 0\r\ndebug3: Looking up /root/.ansible/tmp/ansible-local-29352s0zppb0g/tmp6c0i5n0v\r\ndebug3: Sent message fd 3 T:17 I:2\r\ndebug3: Received stat reply T:101 I:2\r\ndebug1: Couldn\'t stat remote file: No such file or directory\r\ndebug3: Sent message SSH2_FXP_OPEN I:3 P:/home/master/.ansible/tmp/ansible-tmp-1700404324.2397292-29417-127917089809453/AnsiballZ_ping.py\r\ndebug3: Sent message SSH2_FXP_WRITE I:4 O:0 S:32768\r\ndebug3: SSH2_FXP_STATUS 0\r\ndebug3: In write loop, ack for 4 32768 bytes at 0\r\ndebug3: Sent message SSH2_FXP_WRITE I:5 O:32768 S:32768\r\ndebug3: Sent message SSH2_FXP_WRITE I:6 O:65536 S:32768\r\ndebug3: Sent message SSH2_FXP_WRITE I:7 O:98304 S:28220\r\ndebug3: SSH2_FXP_STATUS 0\r\ndebug3: In write loop, ack for 5 32768 bytes at 32768\r\ndebug3: SSH2_FXP_STATUS 0\r\ndebug3: In write loop, ack for 6 32768 bytes at 65536\r\ndebug3: SSH2_FXP_STATUS 0\r\ndebug3: In write loop, ack for 7 28220 bytes at 98304\r\ndebug3: Sent message SSH2_FXP_CLOSE I:4\r\ndebug3: SSH2_FXP_STATUS 0\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:04,558 p=29417 u=root n=ansible | <k8master1> ESTABLISH SSH CONNECTION FOR USER: master
2023-11-19 17:32:04,559 p=29417 u=root n=ansible | <k8master1> SSH: EXEC sshpass -d14 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="master"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/1def11c8c3"' k8master1 '/bin/sh -c '"'"'chmod u+x /home/master/.ansible/tmp/ansible-tmp-1700404324.2397292-29417-127917089809453/ /home/master/.ansible/tmp/ansible-tmp-1700404324.2397292-29417-127917089809453/AnsiballZ_ping.py && sleep 0'"'"''
2023-11-19 17:32:04,568 p=29419 u=root n=ansible | <k8worker2> (0, b'', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29196\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:04,570 p=29419 u=root n=ansible | <k8worker2> ESTABLISH SSH CONNECTION FOR USER: worker
2023-11-19 17:32:04,571 p=29419 u=root n=ansible | <k8worker2> SSH: EXEC sshpass -d15 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="worker"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/ca246bb888"' -tt k8worker2 '/bin/sh -c '"'"'sudo -H -S -p "[sudo via ansible, key=afrxcltcbadwfovcohdntjijkorttpqc] password:" -u root /bin/sh -c '"'"'"'"'"'"'"'"'echo BECOME-SUCCESS-afrxcltcbadwfovcohdntjijkorttpqc ; /usr/bin/python3 /home/worker/.ansible/tmp/ansible-tmp-1700404324.277436-29419-133522302536146/AnsiballZ_ping.py'"'"'"'"'"'"'"'"' && sleep 0'"'"''
2023-11-19 17:32:04,604 p=29418 u=root n=ansible | <k8worker1> (0, b'', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29193\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:04,606 p=29418 u=root n=ansible | <k8worker1> ESTABLISH SSH CONNECTION FOR USER: worker
2023-11-19 17:32:04,607 p=29418 u=root n=ansible | <k8worker1> SSH: EXEC sshpass -d13 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="worker"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/c77d8b0608"' -tt k8worker1 '/bin/sh -c '"'"'sudo -H -S -p "[sudo via ansible, key=sxxngyhejrdfpgmqlmsifbwdsvsbukon] password:" -u root /bin/sh -c '"'"'"'"'"'"'"'"'echo BECOME-SUCCESS-sxxngyhejrdfpgmqlmsifbwdsvsbukon ; /usr/bin/python3 /home/worker/.ansible/tmp/ansible-tmp-1700404324.2539048-29418-163449228868601/AnsiballZ_ping.py'"'"'"'"'"'"'"'"' && sleep 0'"'"''
2023-11-19 17:32:04,612 p=29417 u=root n=ansible | <k8master1> (0, b'', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29190\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:04,613 p=29417 u=root n=ansible | <k8master1> ESTABLISH SSH CONNECTION FOR USER: master
2023-11-19 17:32:04,615 p=29417 u=root n=ansible | <k8master1> SSH: EXEC sshpass -d14 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="master"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/1def11c8c3"' -tt k8master1 '/bin/sh -c '"'"'sudo -H -S -p "[sudo via ansible, key=yrkoocdlhqxidccjkmzrzjtyeefllcfk] password:" -u root /bin/sh -c '"'"'"'"'"'"'"'"'echo BECOME-SUCCESS-yrkoocdlhqxidccjkmzrzjtyeefllcfk ; /usr/bin/python3 /home/master/.ansible/tmp/ansible-tmp-1700404324.2397292-29417-127917089809453/AnsiballZ_ping.py'"'"'"'"'"'"'"'"' && sleep 0'"'"''
2023-11-19 17:32:04,634 p=29419 u=root n=ansible | Escalation succeeded
2023-11-19 17:32:04,653 p=29418 u=root n=ansible | Escalation succeeded
2023-11-19 17:32:04,668 p=29417 u=root n=ansible | Escalation succeeded
2023-11-19 17:32:04,782 p=29419 u=root n=ansible | <k8worker2> (0, b'\r\n\r\n{"ping": "pong", "invocation": {"module_args": {"data": "pong"}}}\r\n', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29196\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\nShared connection to k8worker2 closed.\r\n')
2023-11-19 17:32:04,783 p=29419 u=root n=ansible | <k8worker2> ESTABLISH SSH CONNECTION FOR USER: worker
2023-11-19 17:32:04,784 p=29419 u=root n=ansible | <k8worker2> SSH: EXEC sshpass -d15 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="worker"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/ca246bb888"' k8worker2 '/bin/sh -c '"'"'rm -f -r /home/worker/.ansible/tmp/ansible-tmp-1700404324.277436-29419-133522302536146/ > /dev/null 2>&1 && sleep 0'"'"''
2023-11-19 17:32:04,807 p=29418 u=root n=ansible | <k8worker1> (0, b'\r\n\r\n{"ping": "pong", "invocation": {"module_args": {"data": "pong"}}}\r\n', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29193\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\nShared connection to k8worker1 closed.\r\n')
2023-11-19 17:32:04,808 p=29418 u=root n=ansible | <k8worker1> ESTABLISH SSH CONNECTION FOR USER: worker
2023-11-19 17:32:04,809 p=29418 u=root n=ansible | <k8worker1> SSH: EXEC sshpass -d13 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="worker"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/c77d8b0608"' k8worker1 '/bin/sh -c '"'"'rm -f -r /home/worker/.ansible/tmp/ansible-tmp-1700404324.2539048-29418-163449228868601/ > /dev/null 2>&1 && sleep 0'"'"''
2023-11-19 17:32:04,814 p=29419 u=root n=ansible | <k8worker2> (0, b'', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29196\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:04,819 p=29352 u=root n=ansible | ok: [worker2] => {
    "changed": false,
    "invocation": {
        "module_args": {
            "data": "pong"
        }
    },
    "ping": "pong"
}
2023-11-19 17:32:04,820 p=29417 u=root n=ansible | <k8master1> (0, b'\r\n\r\n{"ping": "pong", "invocation": {"module_args": {"data": "pong"}}}\r\n', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29190\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\nShared connection to k8master1 closed.\r\n')
2023-11-19 17:32:04,821 p=29417 u=root n=ansible | <k8master1> ESTABLISH SSH CONNECTION FOR USER: master
2023-11-19 17:32:04,823 p=29417 u=root n=ansible | <k8master1> SSH: EXEC sshpass -d14 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="master"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/1def11c8c3"' k8master1 '/bin/sh -c '"'"'rm -f -r /home/master/.ansible/tmp/ansible-tmp-1700404324.2397292-29417-127917089809453/ > /dev/null 2>&1 && sleep 0'"'"''
2023-11-19 17:32:04,842 p=29418 u=root n=ansible | <k8worker1> (0, b'', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29193\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:04,846 p=29352 u=root n=ansible | ok: [worker1] => {
    "changed": false,
    "invocation": {
        "module_args": {
            "data": "pong"
        }
    },
    "ping": "pong"
}
2023-11-19 17:32:04,848 p=29417 u=root n=ansible | <k8master1> (0, b'', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29190\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:04,852 p=29352 u=root n=ansible | ok: [master1] => {
    "changed": false,
    "invocation": {
        "module_args": {
            "data": "pong"
        }
    },
    "ping": "pong"
}
2023-11-19 17:32:04,871 p=29352 u=root n=ansible | TASK [Update apt packages] *****************************************************
2023-11-19 17:32:04,902 p=29465 u=root n=ansible | <k8master1> ESTABLISH SSH CONNECTION FOR USER: master
2023-11-19 17:32:04,908 p=29465 u=root n=ansible | <k8master1> SSH: EXEC sshpass -d14 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="master"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/1def11c8c3"' k8master1 '/bin/sh -c '"'"'echo ~master && sleep 0'"'"''
2023-11-19 17:32:04,917 p=29466 u=root n=ansible | <k8worker1> ESTABLISH SSH CONNECTION FOR USER: worker
2023-11-19 17:32:04,921 p=29466 u=root n=ansible | <k8worker1> SSH: EXEC sshpass -d13 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="worker"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/c77d8b0608"' k8worker1 '/bin/sh -c '"'"'echo ~worker && sleep 0'"'"''
2023-11-19 17:32:04,946 p=29465 u=root n=ansible | <k8master1> (0, b'/home/master\n', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29190\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:04,947 p=29465 u=root n=ansible | <k8master1> ESTABLISH SSH CONNECTION FOR USER: master
2023-11-19 17:32:04,948 p=29465 u=root n=ansible | <k8master1> SSH: EXEC sshpass -d14 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="master"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/1def11c8c3"' k8master1 '/bin/sh -c '"'"'( umask 77 && mkdir -p "` echo /home/master/.ansible/tmp `"&& mkdir "` echo /home/master/.ansible/tmp/ansible-tmp-1700404324.9469888-29465-270536550063314 `" && echo ansible-tmp-1700404324.9469888-29465-270536550063314="` echo /home/master/.ansible/tmp/ansible-tmp-1700404324.9469888-29465-270536550063314 `" ) && sleep 0'"'"''
2023-11-19 17:32:04,952 p=29466 u=root n=ansible | <k8worker1> (0, b'/home/worker\n', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29193\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:04,953 p=29466 u=root n=ansible | <k8worker1> ESTABLISH SSH CONNECTION FOR USER: worker
2023-11-19 17:32:04,954 p=29466 u=root n=ansible | <k8worker1> SSH: EXEC sshpass -d13 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="worker"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/c77d8b0608"' k8worker1 '/bin/sh -c '"'"'( umask 77 && mkdir -p "` echo /home/worker/.ansible/tmp `"&& mkdir "` echo /home/worker/.ansible/tmp/ansible-tmp-1700404324.952972-29466-136470837204679 `" && echo ansible-tmp-1700404324.952972-29466-136470837204679="` echo /home/worker/.ansible/tmp/ansible-tmp-1700404324.952972-29466-136470837204679 `" ) && sleep 0'"'"''
2023-11-19 17:32:04,969 p=29470 u=root n=ansible | <k8worker2> ESTABLISH SSH CONNECTION FOR USER: worker
2023-11-19 17:32:04,974 p=29470 u=root n=ansible | <k8worker2> SSH: EXEC sshpass -d15 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="worker"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/ca246bb888"' k8worker2 '/bin/sh -c '"'"'echo ~worker && sleep 0'"'"''
2023-11-19 17:32:05,260 p=29470 u=root n=ansible | <k8worker2> (0, b'/home/worker\n', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29196\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:05,260 p=29466 u=root n=ansible | <k8worker1> (0, b'ansible-tmp-1700404324.952972-29466-136470837204679=/home/worker/.ansible/tmp/ansible-tmp-1700404324.952972-29466-136470837204679\n', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29193\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:05,260 p=29465 u=root n=ansible | <k8master1> (0, b'ansible-tmp-1700404324.9469888-29465-270536550063314=/home/master/.ansible/tmp/ansible-tmp-1700404324.9469888-29465-270536550063314\n', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29190\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:05,261 p=29470 u=root n=ansible | <k8worker2> ESTABLISH SSH CONNECTION FOR USER: worker
2023-11-19 17:32:05,262 p=29470 u=root n=ansible | <k8worker2> SSH: EXEC sshpass -d15 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="worker"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/ca246bb888"' k8worker2 '/bin/sh -c '"'"'( umask 77 && mkdir -p "` echo /home/worker/.ansible/tmp `"&& mkdir "` echo /home/worker/.ansible/tmp/ansible-tmp-1700404325.2606936-29470-50417557208656 `" && echo ansible-tmp-1700404325.2606936-29470-50417557208656="` echo /home/worker/.ansible/tmp/ansible-tmp-1700404325.2606936-29470-50417557208656 `" ) && sleep 0'"'"''
